word,category,count,library_count,example
cobblestone,未分类,6,2,Cobblestone rock scraped on brick continuously.
vase,未分类,6,2,"Rubber scraped in upwards direction on vase, producing short quick, roars which slow down towards end."
orb,未分类,6,2,"Low, deep rumble. Orb like with humming."
wicker,未分类,6,1,"Wicker basket moved downward, as if plastic is crunched and rustled, in long sequence."
basket,未分类,6,1,"Wicker basket moved downward, as if plastic is crunched and rustled, in long sequence."
complicated,未分类,6,1,Small and complicated snapping elements with additional clicking.
working,未分类,6,3,"Compressor working buzzing and stuttering elements in the mid register, harsh."
honda,未分类,6,1,Slow and whipping motorcycle pass by whooshing elements. Model - Honda CB600F Hornet.
cb,未分类,6,1,Slow and whipping motorcycle pass by whooshing elements. Model - Honda CB600F Hornet.
hornet,未分类,6,1,Slow and whipping motorcycle pass by whooshing elements. Model - Honda CB600F Hornet.
bailing,未分类,6,1,BAILING TRICK FAIL Skateboard rolling away.
fail,未分类,6,1,BAILING TRICK FAIL Skateboard rolling away.
skateboard,未分类,6,1,BAILING TRICK FAIL Skateboard rolling away.
quarter,未分类,6,1,SKATING RAMP TRICK Skater making a 5050 grind in a quarter ramp.
commanding,未分类,6,2,"Slow, monumental descent with a strong, commanding presence."
sanding,未分类,6,1,Crumpling up a handful of sanding paper quickly.
tire,未分类,6,2,Bicycle Pump inflating a tire. Fast sequence.
pliers,未分类,6,2,Cutting a thin wire with lineman's pliers.
office,未分类,6,2,Stapling with an office stapler.
nail,未分类,6,1,Hammering a nail with a steel hammer. Hard sequence.
creases,未分类,6,1,"Slow, subtle garment shift with natural creases and soft texture."
fold,未分类,6,1,Heavy padded coat motion with deep rumble and subtle fold.
envelope,未分类,6,2,Sharp transient layer with tight envelope and tonal bite.
baba,未分类,6,1,One year old baby boy talking baba.
wildcat,未分类,6,1,"LARGE AGGRESSIVE Low, stuttering growling wildcat."
tilting,未分类,6,2,MEDIUM NORMAL Typical water tilting splash.
cornering,未分类,6,1,MEDIUM AGGRESSIVE Skiing drive by with harsh cornering.
iterations,未分类,6,1,"BIG SHORT MECHANISM Crisp, snapping attack with low punching thud with fast decay. Gentle mid resonance. two closely spa"
tubular,未分类,6,3,"SUB IMPACT Ambient low punch, crack and low-mid tubular, metallic resonance. Medium-long decay."
frantic,未分类,6,3,"BRUTAL TRANSITION Ambient low blast and rumble, tense, horn-like rasp and upper mid buzz. Frantic. Ending with low thud "
flammed,未分类,6,1,"BASS DROP Crushing deep hit, blast. Flammed attack. Distant. Medium long decay."
chewing,未分类,6,1,BITE VEGETABLES MEDIUM WET Steadily biting off and chewing of an apple. Some breathing and lip smacking.
teeth,未分类,6,2,"BEAK ATTACK Teeth making contact, resonating in mouth. Chomping down. Powerful chomp."
claw,未分类,6,1,CLAW ATTACK Powerful penetrating scrape. Damaging.
powder,未分类,6,2,PYROTECHNIC EXPLOSION STOPPINE Fuse with black powder detonating. Medium impact with echoey tail.
differenting,未分类,6,1,GLASS BREAK BIG Breaking glass. Shards falling down. Slightly tonal. Differenting in pitch.
pallets,未分类,6,1,WOOD IMPACT HEAVY Throwing wooden pallets.
echos,未分类,6,2,DESTRUCTION STRESS WOOD LARGE Dull popping cracks with thumping echos. Steady creaking and splintering elements.
tremble,未分类,6,2,"DISENCHANT LITTLE Low gritty tremble, crunchy whip, ricochet ambience, Medium fast decay."
implosion,未分类,6,2,"MISSILE OBSCURE Low airy tremble, fluttering metallic resonance. Deep crunchy implosion."
tub,未分类,6,2,"Dry ice on metal tub, medium pitch, tonal squeaking variations. Short to long sequences."
fat,未分类,6,2,Short electric burst from a heavily processed whoosh sound. Fat bottom end.
tin,未分类,6,2,"A tin bar is bowed and squeezed, the friction of the crystallites causes the typical high, metallic crackling sound."
lowered,未分类,6,1,"Bowed cymbal lowered into water, pitch bend."
clock,未分类,6,2,"METAL PLASTIC COMPLEX MECHANISM TINY Winding initially, releasing into clock like clicking and ticking. Rattling and cra"
acp,未分类,6,1,SUPPRESSED PISTOL Caliber .45 ACP. Soft and snappy shot sound. High mechanic rattle and slightly ringing tail.
winchester,未分类,6,1,SUPPRESSED RIFLE Caliber .308 Winchester. Trigger attack and low shot sound. Bright mechanic decay.
magnum,未分类,6,1,"SUPPRESSED RIFLE Caliber .300 Norma Magnum. Mechanic attack, featuring punchy shot sound. Bright, whipping tail."
harp,未分类,6,1,BOING INSTRUMENT HIGH Playing Jew's harp. Short and wobbling.
farting,未分类,6,1,HUMAN FART LONG Making a farting noise by pressing air trough both cheeks. Wet and squishy.
phrases,未分类,6,1,"INSTRUMENT KAZOO TONAL Playing different phrases on a kazoo. Win, award, fanfare. Tonal. Buzzing timbre."
bouzouki,未分类,6,1,INSTRUMENT STRING PLING Strumming one string of a bouzouki. From high to low pitch.
guiro,未分类,6,1,PERCUSSION WOOD CONTINUOUS Playing guiro frog. One continuous sequence. Big and low.
sawblade,未分类,6,1,WOBBLE SAWBLADE FAST Hitting big saw blade on table edge and let it bounce.
bongo,未分类,6,1,WOBBLE SPRING BONGO Hitting spring on bongo edge. Much low end.
funny,未分类,5,2,"Wild, Marine, Mammal. Agitated, funny, raspy, tonal screaming and moaning. Underwater hydrophone recording."
owl,未分类,5,2,"Wild, Polar Owl, White Owl, Arctic Owl. Very high, calm, tonal screaming and screeching. Mono, Sanken Co100K high freque"
birds,未分类,5,4,"Wild. Steady, continuous beak clapping sequence. Multiple birds at the end. Mono, Sanken Co100K high frequency response."
whisking,未分类,5,1,"Vibration, Whisking. Very low, long, tonal rubbing and moaning with fast stuttering. Mono, Sanken Co100K high frequency "
straightforward,未分类,5,5,Straightforward jolt accompanied by a filtered burst of static noise.
charming,未分类,5,3,Charming sound of a bell with a delay effect.
formant,未分类,5,3,"Gleaming effect characterised by a metal chain, delay, and formant shift."
twist,未分类,5,3,Noisy twist with a gradual decrease in torque.
confirmation,未分类,5,3,Short jolting confirmation sound.
upwards,未分类,5,4,Light ping jolt modulated upwards.
produce,未分类,5,2,Synthesized glimmering characterised by a metal screw and sustained to produce a continuous and resonant texture.
rugged,未分类,5,3,"Sharp accent with a rugged, driven sine wave passing by."
blend,未分类,5,5,Sharp accent characterised by a modulated saw square blend.
pew,未分类,5,2,Traditional “pew” zap with a filtered effect.
fm,未分类,5,2,Jolt with high freq FM modulation.
clouds,未分类,5,3,Tonal essence resembling the appearance of clouds at a high altitude.
brisk,未分类,5,4,"Whoosh characterised by a brisk, assertive white noise filter."
mix,未分类,5,2,Mix of clicks and whistles with some breathing.
sea,未分类,5,3,Excited young sea lion calling. Short and squeaky.
calling,未分类,5,3,Excited young sea lion calling. Short and squeaky.
cuts,未分类,5,3,"PROCESSED FRACTION Short cuts, like chopping wood."
chopping,未分类,5,3,"PROCESSED FRACTION Short cuts, like chopping wood."
thunderstorm,未分类,5,2,"PROCESSED FLY BY Burst of strong rumble, resembling thunderstorm."
pick,未分类,5,4,Pick up big metallic piece and drop it on wooden surface. Ringing and rattling.
them,未分类,5,3,Ripping wooden pieces apart and crunching them.
substantial,未分类,5,1,"Weighty impact as a substantial fabric material meets a surface, characterized by a texture reminiscent of thick cloth."
imbued,未分类,5,2,"Short, whimsical spell, imbued with a dark and foreboding quality."
drawing,未分类,5,2,Action of drawing a singular card from a deck.
containing,未分类,5,2,Action of a singular shake of a cup containing dice while the hand is covered over the cup.
fairy,未分类,5,2,Delicate and magical sound of cold fairy dust particles shimmering through the air.
iron,未分类,5,4,Heavy or weighted impact on an iron case.
book,未分类,5,2,Low-frequency impact of a book being dropped.
tinkles,未分类,5,2,Delicate clinks and tinkles as the coins collide with each other and the ceramic surface of the cup.
simultaneous,未分类,5,3,"Simultaneous impact of multiple coins hitting the table, creating a series of metallic clinks and clatters."
torn,未分类,5,4,Sharp rip and crumpling of a paper as it is torn apart.
fracture,未分类,5,2,Crisp and brittle break as some nachos fracture from friction and pressure.
roller,未分类,5,2,Distinct metallic rattles and clinks as a roller skate moves along a smooth surface.
paced,未分类,5,4,"Swift and dynamic doppler effect created by mouth movements, resulting in a fast-paced whooshing noise."
jar,未分类,5,3,Glass jar lid being removed or replaced with a satisfying plop.
rendition,未分类,5,1,"Endearing, tonal plop rendition of a digital tick."
plank,未分类,5,1,Large wooden plank being dropped creating a resonant impact.
buoyant,未分类,5,2,Confirmative UI tick that combines a satisfying click with metallic buoyant undertones.
successful,未分类,5,2,Confirmative UI tick that indicates successful permission granting.
way,未分类,5,4,Denying UI tick that indicates yielding in an assertive and rejecting way.
glide,未分类,5,4,UI tick that suggests a positive and dynamic motion similar to a rapid glide.
swings,未分类,5,2,"Processed, thin whoosh swings. Whipping and fluttering."
vehicles,未分类,5,2,Quick and short whoosh bys with some tonal elements. Like vehicles zooming by.
gusting,未分类,5,1,"Intense, gusting and swirling wind whooshes blowing inwards."
turns,未分类,5,3,"Low grinding and rumbling movement elements with mid frequency cracks, tussles and turns. Constant movement with mostly "
spaceship,未分类,5,2,Pass by whooshes with high whizzing and swish elements. Like a spaceship taking off.
trill,未分类,5,2,"Zombie, Alien, Extraterrestrial, Mutate. Male voice, alveolar trill tongue flutter in carton tube. Mono, Sanken Co100K h"
part,未分类,5,4,"Synthetic, modulated growl. Long duration. Bassy part disappears and then reappears."
grooves,未分类,5,2,"Metal gate with grooves struck, in electronic form."
takes,未分类,5,4,High tech weapon takes aim. Short impact followed by buzz and high pitched grains close together.
hisses,未分类,5,4,Synthetic rise in pitch. Sharp hisses towards end of end of sample.
intro,未分类,5,5,Dubstep intro bass burst with light clicks.
ship,未分类,5,3,Strong laser impact on metal side of ship with low resonant pitch.
crystalized,未分类,5,3,Crystalized sound of collision with glass.
eventually,未分类,5,4,"Futuristic laser fired, containing sword like slices. Eventually breaks off into vibrations, gradually growing in length"
growing,未分类,5,2,"Futuristic laser fired, containing sword like slices. Eventually breaks off into vibrations, gradually growing in length"
cocked,未分类,5,1,Gun is cocked quickly. Click produced as mechanism slides.
pumped,未分类,5,1,Double barrelled shotgun pumped quickly. Short click and recoil.
engaged,未分类,5,3,Trigger is flicked producing a short click. Gun is empty and silencer is engaged.
quantity,未分类,5,2,"Trigger of automatic rifle pulled and held, resulting in multiple, subsequent mechanical clicks in higher quantity."
typewriter,未分类,5,2,"Typewriter calibrates, producing thud followed buzz with quiet clicks and final clank."
releases,未分类,5,2,Hydraulic air pump releases medium length burst of air. Click of lever opened and closed also present.
hook,未分类,5,2,"Lore hook produces hollow, short clank and high pitched click."
trunk,未分类,5,2,"Trunk of car opened, producing hollow, resonant clank."
echoey,未分类,5,2,"Train handbrake impact makes short, sharp, echoey thud."
goes,未分类,5,4,Stuttering followed by strong rumble or hum. Stuttering goes beserk.
dissipates,未分类,5,4,Synthetic liquid dissipates suddenly and sizzles similar to a burning flame.
calibrating,未分类,5,1,"RECHARGE MEDIUM Calibrating with some clanks followed by glitchy roar, followed by clank. Processed clicks at end."
fires,未分类,5,3,"RECHARGE MEDIUM Calibrates, similar to wheel turning. Eventually fires off some shots."
converge,未分类,5,3,SHOOT BIG Warped grains converge. Shot is fired. Grains disperse aggressively.
discharging,未分类,5,2,SHOOT MEDIUM Charging followed by several automatic shots. Variations with different lengths. Discharging in tail.
interstellar,未分类,5,2,"Spaceships transit, interstellar transport hub."
precipitation,未分类,5,1,"Storm approaching, electric precipitation."
substance,未分类,5,1,"Boiling substance, rotating system, screech sound like the one caused by friction on a metallic wheel."
system,未分类,5,2,"Boiling substance, rotating system, screech sound like the one caused by friction on a metallic wheel."
